종목,만기월,방향,손절선(%),진입일,진입가,청산 목표일,청산일,보유일,청산가,수익률(%),청산 사유
SPY,9,아래,-6.5,2002.9.20,84.35,2002.9.27,2002.9.27,5,82.75,1.9,기한청산
SPY,9,아래,-6.5,2003.9.19,103.67,2003.9.26,2003.9.26,5,99.95,3.59,기한청산
SPY,9,아래,-6.5,2004.9.17,113.15,2004.9.24,2004.9.24,5,111.46,1.49,기한청산
SPY,9,아래,-6.5,2005.9.16,123.5,2005.9.23,2005.9.23,5,121.44,1.67,기한청산
SPY,9,아래,-6.5,2006.9.15,131.96,2006.9.22,2006.9.22,5,131.47,0.37,기한청산
SPY,9,아래,-6.5,2007.9.21,151.97,2007.9.28,2007.9.28,5,152.58,-0.4,기한청산
SPY,9,아래,-6.5,2008.9.19,124.12,2008.9.26,2008.9.26,5,120.85,2.63,기한청산
SPY,9,아래,-6.5,2009.9.18,106.72,2009.9.25,2009.9.25,5,104.45,2.13,기한청산
SPY,9,아래,-6.5,2010.9.17,112.49,2010.9.24,2010.9.24,5,114.82,-2.07,기한청산
SPY,9,아래,-6.5,2011.9.16,121.52,2011.9.23,2011.9.23,5,113.54,6.57,기한청산
SPY,9,아래,-6.5,2012.9.21,145.87,2012.9.28,2012.9.28,5,143.97,1.3,기한청산
SPY,9,아래,-6.5,2013.9.20,170.72,2013.9.27,2013.9.27,5,168.91,1.06,기한청산
SPY,9,아래,-6.5,2014.9.19,200.7,2014.9.26,2014.9.26,5,197.9,1.4,기한청산
SPY,9,아래,-6.5,2015.9.18,195.45,2015.9.25,2015.9.25,5,192.85,1.33,기한청산
SPY,9,아래,-6.5,2016.9.16,213.37,2016.9.23,2016.9.23,5,215.99,-1.23,기한청산
SPY,9,아래,-6.5,2017.9.15,249.19,2017.9.22,2017.9.22,5,249.44,-0.1,기한청산
SPY,9,아래,-6.5,2018.9.21,291.99,2018.9.28,2018.9.28,5,290.72,0.43,기한청산
SPY,9,아래,-6.5,2019.9.20,298.28,2019.9.27,2019.9.27,5,295.4,0.97,기한청산
SPY,9,아래,-6.5,2020.9.18,330.65,2020.9.25,2020.9.25,5,328.73,0.58,기한청산
SPY,9,아래,-6.5,2021.9.17,441.4,2021.9.24,2021.9.24,5,443.91,-0.57,기한청산
SPY,9,아래,-6.5,2022.9.16,385.56,2022.9.23,2022.9.23,5,367.95,4.57,기한청산
SPY,9,아래,-6.5,2023.9.15,443.37,2023.9.22,2023.9.22,5,430.42,2.92,기한청산
SPY,9,아래,-6.5,2024.9.20,568.25,2024.9.27,2024.9.27,5,571.47,-0.57,기한청산
SPY,9,아래,-6.5,2025.9.19,663.7,2025.9.26,2025.9.26,5,661.82,0.28,기한청산
SPY,9,아래,-7,1993.9.17,45.8125,1993.9.24,1993.9.24,5,45.7812,0.07,기한청산
SPY,9,아래,-7,1994.9.16,47.0156,1994.9.23,1994.9.23,5,45.9062,2.36,기한청산
SPY,9,아래,-7,1995.9.15,58.4375,1995.9.22,1995.9.22,5,58.3125,0.21,기한청산
SPY,9,아래,-7,1996.9.20,68.6406,1996.9.27,1996.9.27,5,68.6875,-0.07,기한청산
SPY,9,아래,-7,1997.9.19,95.0312,1997.9.26,1997.9.26,5,94.4688,0.59,기한청산
SPY,9,아래,-7,1998.9.18,102.0938,1998.9.25,1998.9.25,5,104.25,-2.11,기한청산
SPY,9,아래,-7,1999.9.17,133.75,1999.9.24,1999.9.24,5,127.75,4.49,기한청산
SPY,9,아래,-7,2000.9.15,146,2000.9.22,2000.9.22,5,145.2812,0.49,기한청산
SPY,9,아래,-7,2001.9.21,97.28,2001.9.28,2001.9.28,5,104.0896,-7,장중손절
SPY,9,아래,-7,2002.9.20,84.35,2002.9.27,2002.9.27,5,82.75,1.9,기한청산
SPY,9,아래,-7,2003.9.19,103.67,2003.9.26,2003.9.26,5,99.95,3.59,기한청산
SPY,9,아래,-7,2004.9.17,113.15,2004.9.24,2004.9.24,5,111.46,1.49,기한청산
SPY,9,아래,-7,2005.9.16,123.5,2005.9.23,2005.9.23,5,121.44,1.67,기한청산
SPY,9,아래,-7,2006.9.15,131.96,2006.9.22,2006.9.22,5,131.47,0.37,기한청산
SPY,9,아래,-7,2007.9.21,151.97,2007.9.28,2007.9.28,5,152.58,-0.4,기한청산
SPY,9,아래,-7,2008.9.19,124.12,2008.9.26,2008.9.26,5,120.85,2.63,기한청산
SPY,9,아래,-7,2009.9.18,106.72,2009.9.25,2009.9.25,5,104.45,2.13,기한청산
SPY,9,아래,-7,2010.9.17,112.49,2010.9.24,2010.9.24,5,114.82,-2.07,기한청산
SPY,9,아래,-7,2011.9.16,121.52,2011.9.23,2011.9.23,5,113.54,6.57,기한청산
SPY,9,아래,-7,2012.9.21,145.87,2012.9.28,2012.9.28,5,143.97,1.3,기한청산
SPY,9,아래,-7,2013.9.20,170.72,2013.9.27,2013.9.27,5,168.91,1.06,기한청산
SPY,9,아래,-7,2014.9.19,200.7,2014.9.26,2014.9.26,5,197.9,1.4,기한청산
SPY,9,아래,-7,2015.9.18,195.45,2015.9.25,2015.9.25,5,192.85,1.33,기한청산
SPY,9,아래,-7,2016.9.16,213.37,2016.9.23,2016.9.23,5,215.99,-1.23,기한청산
SPY,9,아래,-7,2017.9.15,249.19,2017.9.22,2017.9.22,5,249.44,-0.1,기한청산
SPY,9,아래,-7,2018.9.21,291.99,2018.9.28,2018.9.28,5,290.72,0.43,기한청산
SPY,9,아래,-7,2019.9.20,298.28,2019.9.27,2019.9.27,5,295.4,0.97,기한청산
SPY,9,아래,-7,2020.9.18,330.65,2020.9.25,2020.9.25,5,328.73,0.58,기한청산
SPY,9,아래,-7,2021.9.17,441.4,2021.9.24,2021.9.24,5,443.91,-0.57,기한청산
SPY,9,아래,-7,2022.9.16,385.56,2022.9.23,2022.9.23,5,367.95,4.57,기한청산
SPY,9,아래,-7,2023.9.15,443.37,2023.9.22,2023.9.22,5,430.42,2.92,기한청산
SPY,9,아래,-7,2024.9.20,568.25,2024.9.27,2024.9.27,5,571.47,-0.57,기한청산
SPY,9,아래,-7,2025.9.19,663.7,2025.9.26,2025.9.26,5,661.82,0.28,기한청산
SPY,9,아래,-7.5,1993.9.17,45.8125,1993.9.24,1993.9.24,5,45.7812,0.07,기한청산
SPY,9,아래,-7.5,1994.9.16,47.0156,1994.9.23,1994.9.23,5,45.9062,2.36,기한청산
SPY,9,아래,-7.5,1995.9.15,58.4375,1995.9.22,1995.9.22,5,58.3125,0.21,기한청산
SPY,9,아래,-7.5,1996.9.20,68.6406,1996.9.27,1996.9.27,5,68.6875,-0.07,기한청산
SPY,9,아래,-7.5,1997.9.19,95.0312,1997.9.26,1997.9.26,5,94.4688,0.59,기한청산
SPY,9,아래,-7.5,1998.9.18,102.0938,1998.9.25,1998.9.25,5,104.25,-2.11,기한청산
SPY,9,아래,-7.5,1999.9.17,133.75,1999.9.24,1999.9.24,5,127.75,4.49,기한청산
SPY,9,아래,-7.5,2000.9.15,146,2000.9.22,2000.9.22,5,145.2812,0.49,기한청산
SPY,9,아래,-7.5,2001.9.21,97.28,2001.9.28,2001.9.28,5,104.576,-7.5,장중손절
SPY,9,아래,-7.5,2002.9.20,84.35,2002.9.27,2002.9.27,5,82.75,1.9,기한청산
SPY,9,아래,-7.5,2003.9.19,103.67,2003.9.26,2003.9.26,5,99.95,3.59,기한청산
SPY,9,아래,-7.5,2004.9.17,113.15,2004.9.24,2004.9.24,5,111.46,1.49,기한청산
SPY,9,아래,-7.5,2005.9.16,123.5,2005.9.23,2005.9.23,5,121.44,1.67,기한청산
SPY,9,아래,-7.5,2006.9.15,131.96,2006.9.22,2006.9.22,5,131.47,0.37,기한청산
SPY,9,아래,-7.5,2007.9.21,151.97,2007.9.28,2007.9.28,5,152.58,-0.4,기한청산
SPY,9,아래,-7.5,2008.9.19,124.12,2008.9.26,2008.9.26,5,120.85,2.63,기한청산
SPY,9,아래,-7.5,2009.9.18,106.72,2009.9.25,2009.9.25,5,104.45,2.13,기한청산
SPY,9,아래,-7.5,2010.9.17,112.49,2010.9.24,2010.9.24,5,114.82,-2.07,기한청산
SPY,9,아래,-7.5,2011.9.16,121.52,2011.9.23,2011.9.23,5,113.54,6.57,기한청산
SPY,9,아래,-7.5,2012.9.21,145.87,2012.9.28,2012.9.28,5,143.97,1.3,기한청산
SPY,9,아래,-7.5,2013.9.20,170.72,2013.9.27,2013.9.27,5,168.91,1.06,기한청산
SPY,9,아래,-7.5,2014.9.19,200.7,2014.9.26,2014.9.26,5,197.9,1.4,기한청산
SPY,9,아래,-7.5,2015.9.18,195.45,2015.9.25,2015.9.25,5,192.85,1.33,기한청산
SPY,9,아래,-7.5,2016.9.16,213.37,2016.9.23,2016.9.23,5,215.99,-1.23,기한청산
SPY,9,아래,-7.5,2017.9.15,249.19,2017.9.22,2017.9.22,5,249.44,-0.1,기한청산
SPY,9,아래,-7.5,2018.9.21,291.99,2018.9.28,2018.9.28,5,290.72,0.43,기한청산
SPY,9,아래,-7.5,2019.9.20,298.28,2019.9.27,2019.9.27,5,295.4,0.97,기한청산
SPY,9,아래,-7.5,2020.9.18,330.65,2020.9.25,2020.9.25,5,328.73,0.58,기한청산
SPY,9,아래,-7.5,2021.9.17,441.4,2021.9.24,2021.9.24,5,443.91,-0.57,기한청산
SPY,9,아래,-7.5,2022.9.16,385.56,2022.9.23,2022.9.23,5,367.95,4.57,기한청산
SPY,9,아래,-7.5,2023.9.15,443.37,2023.9.22,2023.9.22,5,430.42,2.92,기한청산
SPY,9,아래,-7.5,2024.9.20,568.25,2024.9.27,2024.9.27,5,571.47,-0.57,기한청산
SPY,9,아래,-7.5,2025.9.19,663.7,2025.9.26,2025.9.26,5,661.82,0.28,기한청산
SPY,9,아래,-8,1993.9.17,45.8125,1993.9.24,1993.9.24,5,45.7812,0.07,기한청산
SPY,9,아래,-8,1994.9.16,47.0156,1994.9.23,1994.9.23,5,45.9062,2.36,기한청산
SPY,9,아래,-8,1995.9.15,58.4375,1995.9.22,1995.9.22,5,58.3125,0.21,기한청산
SPY,9,아래,-8,1996.9.20,68.6406,1996.9.27,1996.9.27,5,68.6875,-0.07,기한청산
SPY,9,아래,-8,1997.9.19,95.0312,1997.9.26,1997.9.26,5,94.4688,0.59,기한청산
SPY,9,아래,-8,1998.9.18,102.0938,1998.9.25,1998.9.25,5,104.25,-2.11,기한청산
SPY,9,아래,-8,1999.9.17,133.75,1999.9.24,1999.9.24,5,127.75,4.49,기한청산
SPY,9,아래,-8,2000.9.15,146,2000.9.22,2000.9.22,5,145.2812,0.49,기한청산
SPY,9,아래,-8,2001.9.21,97.28,2001.9.28,2001.9.28,5,105.0624,-8,장중손절
SPY,9,아래,-8,2002.9.20,84.35,2002.9.27,2002.9.27,5,82.75,1.9,기한청산
SPY,9,아래,-8,2003.9.19,103.67,2003.9.26,2003.9.26,5,99.95,3.59,기한청산
SPY,9,아래,-8,2004.9.17,113.15,2004.9.24,2004.9.24,5,111.46,1.49,기한청산
SPY,9,아래,-8,2005.9.16,123.5,2005.9.23,2005.9.23,5,121.44,1.67,기한청산
SPY,9,아래,-8,2006.9.15,131.96,2006.9.22,2006.9.22,5,131.47,0.37,기한청산
SPY,9,아래,-8,2007.9.21,151.97,2007.9.28,2007.9.28,5,152.58,-0.4,기한청산
SPY,9,아래,-8,2008.9.19,124.12,2008.9.26,2008.9.26,5,120.85,2.63,기한청산
SPY,9,아래,-8,2009.9.18,106.72,2009.9.25,2009.9.25,5,104.45,2.13,기한청산
SPY,9,아래,-8,2010.9.17,112.49,2010.9.24,2010.9.24,5,114.82,-2.07,기한청산
SPY,9,아래,-8,2011.9.16,121.52,2011.9.23,2011.9.23,5,113.54,6.57,기한청산
SPY,9,아래,-8,2012.9.21,145.87,2012.9.28,2012.9.28,5,143.97,1.3,기한청산
SPY,9,아래,-8,2013.9.20,170.72,2013.9.27,2013.9.27,5,168.91,1.06,기한청산
SPY,9,아래,-8,2014.9.19,200.7,2014.9.26,2014.9.26,5,197.9,1.4,기한청산
SPY,9,아래,-8,2015.9.18,195.45,2015.9.25,2015.9.25,5,192.85,1.33,기한청산
SPY,9,아래,-8,2016.9.16,213.37,2016.9.23,2016.9.23,5,215.99,-1.23,기한청산
SPY,9,아래,-8,2017.9.15,249.19,2017.9.22,2017.9.22,5,249.44,-0.1,기한청산
SPY,9,아래,-8,2018.9.21,291.99,2018.9.28,2018.9.28,5,290.72,0.43,기한청산
SPY,9,아래,-8,2019.9.20,298.28,2019.9.27,2019.9.27,5,295.4,0.97,기한청산
SPY,9,아래,-8,2020.9.18,330.65,2020.9.25,2020.9.25,5,328.73,0.58,기한청산
SPY,9,아래,-8,2021.9.17,441.4,2021.9.24,2021.9.24,5,443.91,-0.57,기한청산
SPY,9,아래,-8,2022.9.16,385.56,2022.9.23,2022.9.23,5,367.95,4.57,기한청산
SPY,9,아래,-8,2023.9.15,443.37,2023.9.22,2023.9.22,5,430.42,2.92,기한청산
SPY,9,아래,-8,2024.9.20,568.25,2024.9.27,2024.9.27,5,571.47,-0.57,기한청산
SPY,9,아래,-8,2025.9.19,663.7,2025.9.26,2025.9.26,5,661.82,0.28,기한청산
SPY,9,아래,-8.5,1993.9.17,45.8125,1993.9.24,1993.9.24,5,45.7812,0.07,기한청산
SPY,9,아래,-8.5,1994.9.16,47.0156,1994.9.23,1994.9.23,5,45.9062,2.36,기한청산
SPY,9,아래,-8.5,1995.9.15,58.4375,1995.9.22,1995.9.22,5,58.3125,0.21,기한청산
SPY,9,아래,-8.5,1996.9.20,68.6406,1996.9.27,1996.9.27,5,68.6875,-0.07,기한청산
SPY,9,아래,-8.5,1997.9.19,95.0312,1997.9.26,1997.9.26,5,94.4688,0.59,기한청산
SPY,9,아래,-8.5,1998.9.18,102.0938,1998.9.25,1998.9.25,5,104.25,-2.11,기한청산
SPY,9,아래,-8.5,1999.9.17,133.75,1999.9.24,1999.9.24,5,127.75,4.49,기한청산
SPY,9,아래,-8.5,2000.9.15,146,2000.9.22,2000.9.22,5,145.2812,0.49,기한청산
SPY,9,아래,-8.5,2001.9.21,97.28,2001.9.28,2001.9.28,5,105.5488,-8.5,장중손절
SPY,9,아래,-8.5,2002.9.20,84.35,2002.9.27,2002.9.27,5,82.75,1.9,기한청산
SPY,9,아래,-8.5,2003.9.19,103.67,2003.9.26,2003.9.26,5,99.95,3.59,기한청산
SPY,9,아래,-8.5,2004.9.17,113.15,2004.9.24,2004.9.24,5,111.46,1.49,기한청산
SPY,9,아래,-8.5,2005.9.16,123.5,2005.9.23,2005.9.23,5,121.44,1.67,기한청산
SPY,9,아래,-8.5,2006.9.15,131.96,2006.9.22,2006.9.22,5,131.47,0.37,기한청산
SPY,9,아래,-8.5,2007.9.21,151.97,2007.9.28,2007.9.28,5,152.58,-0.4,기한청산
SPY,9,아래,-8.5,2008.9.19,124.12,2008.9.26,2008.9.26,5,120.85,2.63,기한청산
SPY,9,아래,-8.5,2009.9.18,106.72,2009.9.25,2009.9.25,5,104.45,2.13,기한청산
SPY,9,아래,-8.5,2010.9.17,112.49,2010.9.24,2010.9.24,5,114.82,-2.07,기한청산
SPY,9,아래,-8.5,2011.9.16,121.52,2011.9.23,2011.9.23,5,113.54,6.57,기한청산
SPY,9,아래,-8.5,2012.9.21,145.87,2012.9.28,2012.9.28,5,143.97,1.3,기한청산
SPY,9,아래,-8.5,2013.9.20,170.72,2013.9.27,2013.9.27,5,168.91,1.06,기한청산
SPY,9,아래,-8.5,2014.9.19,200.7,2014.9.26,2014.9.26,5,197.9,1.4,기한청산
SPY,9,아래,-8.5,2015.9.18,195.45,2015.9.25,2015.9.25,5,192.85,1.33,기한청산
SPY,9,아래,-8.5,2016.9.16,213.37,2016.9.23,2016.9.23,5,215.99,-1.23,기한청산
SPY,9,아래,-8.5,2017.9.15,249.19,2017.9.22,2017.9.22,5,249.44,-0.1,기한청산
SPY,9,아래,-8.5,2018.9.21,291.99,2018.9.28,2018.9.28,5,290.72,0.43,기한청산
SPY,9,아래,-8.5,2019.9.20,298.28,2019.9.27,2019.9.27,5,295.4,0.97,기한청산
SPY,9,아래,-8.5,2020.9.18,330.65,2020.9.25,2020.9.25,5,328.73,0.58,기한청산
SPY,9,아래,-8.5,2021.9.17,441.4,2021.9.24,2021.9.24,5,443.91,-0.57,기한청산
SPY,9,아래,-8.5,2022.9.16,385.56,2022.9.23,2022.9.23,5,367.95,4.57,기한청산
SPY,9,아래,-8.5,2023.9.15,443.37,2023.9.22,2023.9.22,5,430.42,2.92,기한청산
SPY,9,아래,-8.5,2024.9.20,568.25,2024.9.27,2024.9.27,5,571.47,-0.57,기한청산
SPY,9,아래,-8.5,2025.9.19,663.7,2025.9.26,2025.9.26,5,661.82,0.28,기한청산
SPY,9,아래,-9,1993.9.17,45.8125,1993.9.24,1993.9.24,5,45.7812,0.07,기한청산
SPY,9,아래,-9,1994.9.16,47.0156,1994.9.23,1994.9.23,5,45.9062,2.36,기한청산
SPY,9,아래,-9,1995.9.15,58.4375,1995.9.22,1995.9.22,5,58.3125,0.21,기한청산
SPY,9,아래,-9,1996.9.20,68.6406,1996.9.27,1996.9.27,5,68.6875,-0.07,기한청산
SPY,9,아래,-9,1997.9.19,95.0312,1997.9.26,1997.9.26,5,94.4688,0.59,기한청산
SPY,9,아래,-9,1998.9.18,102.0938,1998.9.25,1998.9.25,5,104.25,-2.11,기한청산
SPY,9,아래,-9,1999.9.17,133.75,1999.9.24,1999.9.24,5,127.75,4.49,기한청산
SPY,9,아래,-9,2000.9.15,146,2000.9.22,2000.9.22,5,145.2812,0.49,기한청산
SPY,9,아래,-9,2001.9.21,97.28,2001.9.28,2001.9.28,5,106.0352,-9,장중손절
SPY,9,아래,-9,2002.9.20,84.35,2002.9.27,2002.9.27,5,82.75,1.9,기한청산
SPY,9,아래,-9,2003.9.19,103.67,2003.9.26,2003.9.26,5,99.95,3.59,기한청산
SPY,9,아래,-9,2004.9.17,113.15,2004.9.24,2004.9.24,5,111.46,1.49,기한청산
SPY,9,아래,-9,2005.9.16,123.5,2005.9.23,2005.9.23,5,121.44,1.67,기한청산
SPY,9,아래,-9,2006.9.15,131.96,2006.9.22,2006.9.22,5,131.47,0.37,기한청산
SPY,9,아래,-9,2007.9.21,151.97,2007.9.28,2007.9.28,5,152.58,-0.4,기한청산
SPY,9,아래,-9,2008.9.19,124.12,2008.9.26,2008.9.26,5,120.85,2.63,기한청산
SPY,9,아래,-9,2009.9.18,106.72,2009.9.25,2009.9.25,5,104.45,2.13,기한청산
SPY,9,아래,-9,2010.9.17,112.49,2010.9.24,2010.9.24,5,114.82,-2.07,기한청산
SPY,9,아래,-9,2011.9.16,121.52,2011.9.23,2011.9.23,5,113.54,6.57,기한청산
SPY,9,아래,-9,2012.9.21,145.87,2012.9.28,2012.9.28,5,143.97,1.3,기한청산
SPY,9,아래,-9,2013.9.20,170.72,2013.9.27,2013.9.27,5,168.91,1.06,기한청산
SPY,9,아래,-9,2014.9.19,200.7,2014.9.26,2014.9.26,5,197.9,1.4,기한청산
SPY,9,아래,-9,2015.9.18,195.45,2015.9.25,2015.9.25,5,192.85,1.33,기한청산
SPY,9,아래,-9,2016.9.16,213.37,2016.9.23,2016.9.23,5,215.99,-1.23,기한청산
SPY,9,아래,-9,2017.9.15,249.19,2017.9.22,2017.9.22,5,249.44,-0.1,기한청산
SPY,9,아래,-9,2018.9.21,291.99,2018.9.28,2018.9.28,5,290.72,0.43,기한청산
SPY,9,아래,-9,2019.9.20,298.28,2019.9.27,2019.9.27,5,295.4,0.97,기한청산
SPY,9,아래,-9,2020.9.18,330.65,2020.9.25,2020.9.25,5,328.73,0.58,기한청산
SPY,9,아래,-9,2021.9.17,441.4,2021.9.24,2021.9.24,5,443.91,-0.57,기한청산
SPY,9,아래,-9,2022.9.16,385.56,2022.9.23,2022.9.23,5,367.95,4.57,기한청산
SPY,9,아래,-9,2023.9.15,443.37,2023.9.22,2023.9.22,5,430.42,2.92,기한청산
SPY,9,아래,-9,2024.9.20,568.25,2024.9.27,2024.9.27,5,571.47,-0.57,기한청산
SPY,9,아래,-9,2025.9.19,663.7,2025.9.26,2025.9.26,5,661.82,0.28,기한청산
SPY,9,아래,-9.5,1993.9.17,45.8125,1993.9.24,1993.9.24,5,45.7812,0.07,기한청산
SPY,9,아래,-9.5,1994.9.16,47.0156,1994.9.23,1994.9.23,5,45.9062,2.36,기한청산
SPY,9,아래,-9.5,1995.9.15,58.4375,1995.9.22,1995.9.22,5,58.3125,0.21,기한청산
SPY,9,아래,-9.5,1996.9.20,68.6406,1996.9.27,1996.9.27,5,68.6875,-0.07,기한청산
SPY,9,아래,-9.5,1997.9.19,95.0312,1997.9.26,1997.9.26,5,94.4688,0.59,기한청산
SPY,9,아래,-9.5,1998.9.18,102.0938,1998.9.25,1998.9.25,5,104.25,-2.11,기한청산
SPY,9,아래,-9.5,1999.9.17,133.75,1999.9.24,1999.9.24,5,127.75,4.49,기한청산
SPY,9,아래,-9.5,2000.9.15,146,2000.9.22,2000.9.22,5,145.2812,0.49,기한청산
SPY,9,아래,-9.5,2001.9.21,97.28,2001.9.28,2001.9.28,5,106.5216,-9.5,장중손절
SPY,9,아래,-9.5,2002.9.20,84.35,2002.9.27,2002.9.27,5,82.75,1.9,기한청산
SPY,9,아래,-9.5,2003.9.19,103.67,2003.9.26,2003.9.26,5,99.95,3.59,기한청산
SPY,9,아래,-9.5,2004.9.17,113.15,2004.9.24,2004.9.24,5,111.46,1.49,기한청산
SPY,9,아래,-9.5,2005.9.16,123.5,2005.9.23,2005.9.23,5,121.44,1.67,기한청산
SPY,9,아래,-9.5,2006.9.15,131.96,2006.9.22,2006.9.22,5,131.47,0.37,기한청산
SPY,9,아래,-9.5,2007.9.21,151.97,2007.9.28,2007.9.28,5,152.58,-0.4,기한청산
SPY,9,아래,-9.5,2008.9.19,124.12,2008.9.26,2008.9.26,5,120.85,2.63,기한청산
SPY,9,아래,-9.5,2009.9.18,106.72,2009.9.25,2009.9.25,5,104.45,2.13,기한청산
SPY,9,아래,-9.5,2010.9.17,112.49,2010.9.24,2010.9.24,5,114.82,-2.07,기한청산
SPY,9,아래,-9.5,2011.9.16,121.52,2011.9.23,2011.9.23,5,113.54,6.57,기한청산
SPY,9,아래,-9.5,2012.9.21,145.87,2012.9.28,2012.9.28,5,143.97,1.3,기한청산
SPY,9,아래,-9.5,2013.9.20,170.72,2013.9.27,2013.9.27,5,168.91,1.06,기한청산
SPY,9,아래,-9.5,2014.9.19,200.7,2014.9.26,2014.9.26,5,197.9,1.4,기한청산
SPY,9,아래,-9.5,2015.9.18,195.45,2015.9.25,2015.9.25,5,192.85,1.33,기한청산
SPY,9,아래,-9.5,2016.9.16,213.37,2016.9.23,2016.9.23,5,215.99,-1.23,기한청산
SPY,9,아래,-9.5,2017.9.15,249.19,2017.9.22,2017.9.22,5,249.44,-0.1,기한청산
SPY,9,아래,-9.5,2018.9.21,291.99,2018.9.28,2018.9.28,5,290.72,0.43,기한청산
SPY,9,아래,-9.5,2019.9.20,298.28,2019.9.27,2019.9.27,5,295.4,0.97,기한청산
SPY,9,아래,-9.5,2020.9.18,330.65,2020.9.25,2020.9.25,5,328.73,0.58,기한청산
SPY,9,아래,-9.5,2021.9.17,441.4,2021.9.24,2021.9.24,5,443.91,-0.57,기한청산
SPY,9,아래,-9.5,2022.9.16,385.56,2022.9.23,2022.9.23,5,367.95,4.57,기한청산
SPY,9,아래,-9.5,2023.9.15,443.37,2023.9.22,2023.9.22,5,430.42,2.92,기한청산
SPY,9,아래,-9.5,2024.9.20,568.25,2024.9.27,2024.9.27,5,571.47,-0.57,기한청산
SPY,9,아래,-9.5,2025.9.19,663.7,2025.9.26,2025.9.26,5,661.82,0.28,기한청산
SPY,9,아래,-10,1993.9.17,45.8125,1993.9.24,1993.9.24,5,45.7812,0.07,기한청산
SPY,9,아래,-10,1994.9.16,47.0156,1994.9.23,1994.9.23,5,45.9062,2.36,기한청산
SPY,9,아래,-10,1995.9.15,58.4375,1995.9.22,1995.9.22,5,58.3125,0.21,기한청산
SPY,9,아래,-10,1996.9.20,68.6406,1996.9.27,1996.9.27,5,68.6875,-0.07,기한청산
SPY,9,아래,-10,1997.9.19,95.0312,1997.9.26,1997.9.26,5,94.4688,0.59,기한청산
SPY,9,아래,-10,1998.9.18,102.0938,1998.9.25,1998.9.25,5,104.25,-2.11,기한청산
SPY,9,아래,-10,1999.9.17,133.75,1999.9.24,1999.9.24,5,127.75,4.49,기한청산
SPY,9,아래,-10,2000.9.15,146,2000.9.22,2000.9.22,5,145.2812,0.49,기한청산
SPY,9,아래,-10,2001.9.21,97.28,2001.9.28,2001.9.28,5,107.008,-10,장중손절
SPY,9,아래,-10,2002.9.20,84.35,2002.9.27,2002.9.27,5,82.75,1.9,기한청산
SPY,9,아래,-10,2003.9.19,103.67,2003.9.26,2003.9.26,5,99.95,3.59,기한청산
SPY,9,아래,-10,2004.9.17,113.15,2004.9.24,2004.9.24,5,111.46,1.49,기한청산
SPY,9,아래,-10,2005.9.16,123.5,2005.9.23,2005.9.23,5,121.44,1.67,기한청산
SPY,9,아래,-10,2006.9.15,131.96,2006.9.22,2006.9.22,5,131.47,0.37,기한청산
SPY,9,아래,-10,2007.9.21,151.97,2007.9.28,2007.9.28,5,152.58,-0.4,기한청산
SPY,9,아래,-10,2008.9.19,124.12,2008.9.26,2008.9.26,5,120.85,2.63,기한청산
SPY,9,아래,-10,2009.9.18,106.72,2009.9.25,2009.9.25,5,104.45,2.13,기한청산
SPY,9,아래,-10,2010.9.17,112.49,2010.9.24,2010.9.24,5,114.82,-2.07,기한청산
SPY,9,아래,-10,2011.9.16,121.52,2011.9.23,2011.9.23,5,113.54,6.57,기한청산
SPY,9,아래,-10,2012.9.21,145.87,2012.9.28,2012.9.28,5,143.97,1.3,기한청산
SPY,9,아래,-10,2013.9.20,170.72,2013.9.27,2013.9.27,5,168.91,1.06,기한청산
SPY,9,아래,-10,2014.9.19,200.7,2014.9.26,2014.9.26,5,197.9,1.4,기한청산
SPY,9,아래,-10,2015.9.18,195.45,2015.9.25,2015.9.25,5,192.85,1.33,기한청산
SPY,9,아래,-10,2016.9.16,213.37,2016.9.23,2016.9.23,5,215.99,-1.23,기한청산
SPY,9,아래,-10,2017.9.15,249.19,2017.9.22,2017.9.22,5,249.44,-0.1,기한청산
SPY,9,아래,-10,2018.9.21,291.99,2018.9.28,2018.9.28,5,290.72,0.43,기한청산
SPY,9,아래,-10,2019.9.20,298.28,2019.9.27,2019.9.27,5,295.4,0.97,기한청산
SPY,9,아래,-10,2020.9.18,330.65,2020.9.25,2020.9.25,5,328.73,0.58,기한청산
SPY,9,아래,-10,2021.9.17,441.4,2021.9.24,2021.9.24,5,443.91,-0.57,기한청산
SPY,9,아래,-10,2022.9.16,385.56,2022.9.23,2022.9.23,5,367.95,4.57,기한청산
SPY,9,아래,-10,2023.9.15,443.37,2023.9.22,2023.9.22,5,430.42,2.92,기한청산
SPY,9,아래,-10,2024.9.20,568.25,2024.9.27,2024.9.27,5,571.47,-0.57,기한청산
SPY,9,아래,-10,2025.9.19,663.7,2025.9.26,2025.9.26,5,661.82,0.28,기한청산
DIA,9,아래,무손절,1998.9.18,78.8125,1998.9.25,1998.9.25,5,80.125,-1.67,기한청산
DIA,9,아래,무손절,1999.9.17,108.375,1999.9.24,1999.9.24,5,102.6406,5.29,기한청산
DIA,9,아래,무손절,2000.9.15,109,2000.9.22,2000.9.22,5,108.75,0.23,기한청산
DIA,9,아래,무손절,2001.9.21,82.8,2001.9.28,2001.9.28,5,88.35,-6.7,기한청산
DIA,9,아래,무손절,2002.9.20,79.67,2002.9.27,2002.9.27,5,76.85,3.54,기한청산
