종목,만기월,방향,손절선(%),손절적용,진입일,진입가,청산 목표일,청산일,보유일,청산가,수익률(%),청산 사유
DIA,9,아래,-5.5,가능,2010-09-17,106.07,2010-09-24,2010-09-24,5,108.57,-2.36,기한청산
DIA,9,아래,-5.5,가능,2011-09-16,114.86,2011-09-23,2011-09-23,5,107.45,6.45,기한청산
DIA,9,아래,-5.5,가능,2012-09-21,135.47,2012-09-28,2012-09-28,5,134.05,1.05,기한청산
DIA,9,아래,-5.5,가능,2013-09-20,154.3,2013-09-27,2013-09-27,5,152.21,1.35,기한청산
DIA,9,아래,-5.5,가능,2014-09-19,172.45,2014-09-26,2014-09-26,5,170.7,1.01,기한청산
DIA,9,아래,-5.5,가능,2015-09-18,163.54,2015-09-25,2015-09-25,5,162.88,0.4,기한청산
DIA,9,아래,-5.5,가능,2016-09-16,180.97,2016-09-23,2016-09-23,5,182.42,-0.8,기한청산
DIA,9,아래,-5.5,가능,2017-09-15,222.45,2017-09-22,2017-09-22,5,223.2,-0.34,기한청산
DIA,9,아래,-5.5,가능,2018-09-21,267.12,2018-09-28,2018-09-28,5,264.4,1.02,기한청산
DIA,9,아래,-5.5,가능,2019-09-20,269.25,2019-09-27,2019-09-27,5,267.99,0.47,기한청산
DIA,9,아래,-5.5,가능,2020-09-18,276.52,2020-09-25,2020-09-25,5,271.7,1.74,기한청산
DIA,9,아래,-5.5,가능,2021-09-17,345.64,2021-09-24,2021-09-24,5,347.87,-0.65,기한청산
DIA,9,아래,-5.5,가능,2022-09-16,308.05,2022-09-23,2022-09-23,5,295.86,3.96,기한청산
DIA,9,아래,-5.5,가능,2023-09-15,346.14,2023-09-22,2023-09-22,5,339.58,1.9,기한청산
DIA,9,아래,-5.5,가능,2024-09-20,420.57,2024-09-27,2024-09-27,5,422.95,-0.57,기한청산
DIA,9,아래,-5.5,가능,2025-09-19,462.94,2025-09-26,2025-09-26,5,462.28,0.14,기한청산
DIA,9,아래,-6.0,가능,1998-09-18,78.8125,1998-09-25,1998-09-25,5,80.125,-1.67,기한청산
DIA,9,아래,-6.0,가능,1999-09-17,108.375,1999-09-24,1999-09-24,5,102.6406,5.29,기한청산
DIA,9,아래,-6.0,가능,2000-09-15,109.0,2000-09-22,2000-09-22,5,108.75,0.23,기한청산
DIA,9,아래,-6.0,가능,2001-09-21,82.8,2001-09-28,2001-09-28,5,87.768,-6.0,장중손절
DIA,9,아래,-6.0,가능,2002-09-20,79.67,2002-09-27,2002-09-27,5,76.85,3.54,기한청산
DIA,9,아래,-6.0,가능,2003-09-19,96.47,2003-09-26,2003-09-26,5,93.3,3.29,기한청산
DIA,9,아래,-6.0,가능,2004-09-17,103.01,2004-09-24,2004-09-24,5,100.72,2.22,기한청산
DIA,9,아래,-6.0,가능,2005-09-16,106.23,2005-09-23,2005-09-23,5,104.1,2.01,기한청산
DIA,9,아래,-6.0,가능,2006-09-15,115.59,2006-09-22,2006-09-22,5,115.01,0.5,기한청산
DIA,9,아래,-6.0,가능,2007-09-21,137.9,2007-09-28,2007-09-28,5,138.91,-0.73,기한청산
DIA,9,아래,-6.0,가능,2008-09-19,113.57,2008-09-26,2008-09-26,5,111.15,2.13,기한청산
DIA,9,아래,-6.0,가능,2009-09-18,98.11,2009-09-25,2009-09-25,5,96.74,1.4,기한청산
DIA,9,아래,-6.0,가능,2010-09-17,106.07,2010-09-24,2010-09-24,5,108.57,-2.36,기한청산
DIA,9,아래,-6.0,가능,2011-09-16,114.86,2011-09-23,2011-09-23,5,107.45,6.45,기한청산
DIA,9,아래,-6.0,가능,2012-09-21,135.47,2012-09-28,2012-09-28,5,134.05,1.05,기한청산
DIA,9,아래,-6.0,가능,2013-09-20,154.3,2013-09-27,2013-09-27,5,152.21,1.35,기한청산
DIA,9,아래,-6.0,가능,2014-09-19,172.45,2014-09-26,2014-09-26,5,170.7,1.01,기한청산
DIA,9,아래,-6.0,가능,2015-09-18,163.54,2015-09-25,2015-09-25,5,162.88,0.4,기한청산
DIA,9,아래,-6.0,가능,2016-09-16,180.97,2016-09-23,2016-09-23,5,182.42,-0.8,기한청산
DIA,9,아래,-6.0,가능,2017-09-15,222.45,2017-09-22,2017-09-22,5,223.2,-0.34,기한청산
DIA,9,아래,-6.0,가능,2018-09-21,267.12,2018-09-28,2018-09-28,5,264.4,1.02,기한청산
DIA,9,아래,-6.0,가능,2019-09-20,269.25,2019-09-27,2019-09-27,5,267.99,0.47,기한청산
DIA,9,아래,-6.0,가능,2020-09-18,276.52,2020-09-25,2020-09-25,5,271.7,1.74,기한청산
DIA,9,아래,-6.0,가능,2021-09-17,345.64,2021-09-24,2021-09-24,5,347.87,-0.65,기한청산
DIA,9,아래,-6.0,가능,2022-09-16,308.05,2022-09-23,2022-09-23,5,295.86,3.96,기한청산
DIA,9,아래,-6.0,가능,2023-09-15,346.14,2023-09-22,2023-09-22,5,339.58,1.9,기한청산
DIA,9,아래,-6.0,가능,2024-09-20,420.57,2024-09-27,2024-09-27,5,422.95,-0.57,기한청산
DIA,9,아래,-6.0,가능,2025-09-19,462.94,2025-09-26,2025-09-26,5,462.28,0.14,기한청산
DIA,9,아래,-6.5,가능,1998-09-18,78.8125,1998-09-25,1998-09-25,5,80.125,-1.67,기한청산
DIA,9,아래,-6.5,가능,1999-09-17,108.375,1999-09-24,1999-09-24,5,102.6406,5.29,기한청산
DIA,9,아래,-6.5,가능,2000-09-15,109.0,2000-09-22,2000-09-22,5,108.75,0.23,기한청산
DIA,9,아래,-6.5,가능,2001-09-21,82.8,2001-09-28,2001-09-28,5,88.182,-6.5,장중손절
DIA,9,아래,-6.5,가능,2002-09-20,79.67,2002-09-27,2002-09-27,5,76.85,3.54,기한청산
DIA,9,아래,-6.5,가능,2003-09-19,96.47,2003-09-26,2003-09-26,5,93.3,3.29,기한청산
DIA,9,아래,-6.5,가능,2004-09-17,103.01,2004-09-24,2004-09-24,5,100.72,2.22,기한청산
DIA,9,아래,-6.5,가능,2005-09-16,106.23,2005-09-23,2005-09-23,5,104.1,2.01,기한청산
DIA,9,아래,-6.5,가능,2006-09-15,115.59,2006-09-22,2006-09-22,5,115.01,0.5,기한청산
DIA,9,아래,-6.5,가능,2007-09-21,137.9,2007-09-28,2007-09-28,5,138.91,-0.73,기한청산
DIA,9,아래,-6.5,가능,2008-09-19,113.57,2008-09-26,2008-09-26,5,111.15,2.13,기한청산
DIA,9,아래,-6.5,가능,2009-09-18,98.11,2009-09-25,2009-09-25,5,96.74,1.4,기한청산
DIA,9,아래,-6.5,가능,2010-09-17,106.07,2010-09-24,2010-09-24,5,108.57,-2.36,기한청산
DIA,9,아래,-6.5,가능,2011-09-16,114.86,2011-09-23,2011-09-23,5,107.45,6.45,기한청산
DIA,9,아래,-6.5,가능,2012-09-21,135.47,2012-09-28,2012-09-28,5,134.05,1.05,기한청산
DIA,9,아래,-6.5,가능,2013-09-20,154.3,2013-09-27,2013-09-27,5,152.21,1.35,기한청산
DIA,9,아래,-6.5,가능,2014-09-19,172.45,2014-09-26,2014-09-26,5,170.7,1.01,기한청산
DIA,9,아래,-6.5,가능,2015-09-18,163.54,2015-09-25,2015-09-25,5,162.88,0.4,기한청산
DIA,9,아래,-6.5,가능,2016-09-16,180.97,2016-09-23,2016-09-23,5,182.42,-0.8,기한청산
DIA,9,아래,-6.5,가능,2017-09-15,222.45,2017-09-22,2017-09-22,5,223.2,-0.34,기한청산
DIA,9,아래,-6.5,가능,2018-09-21,267.12,2018-09-28,2018-09-28,5,264.4,1.02,기한청산
DIA,9,아래,-6.5,가능,2019-09-20,269.25,2019-09-27,2019-09-27,5,267.99,0.47,기한청산
DIA,9,아래,-6.5,가능,2020-09-18,276.52,2020-09-25,2020-09-25,5,271.7,1.74,기한청산
DIA,9,아래,-6.5,가능,2021-09-17,345.64,2021-09-24,2021-09-24,5,347.87,-0.65,기한청산
DIA,9,아래,-6.5,가능,2022-09-16,308.05,2022-09-23,2022-09-23,5,295.86,3.96,기한청산
DIA,9,아래,-6.5,가능,2023-09-15,346.14,2023-09-22,2023-09-22,5,339.58,1.9,기한청산
DIA,9,아래,-6.5,가능,2024-09-20,420.57,2024-09-27,2024-09-27,5,422.95,-0.57,기한청산
DIA,9,아래,-6.5,가능,2025-09-19,462.94,2025-09-26,2025-09-26,5,462.28,0.14,기한청산
DIA,9,아래,-7.0,가능,1998-09-18,78.8125,1998-09-25,1998-09-25,5,80.125,-1.67,기한청산
DIA,9,아래,-7.0,가능,1999-09-17,108.375,1999-09-24,1999-09-24,5,102.6406,5.29,기한청산
DIA,9,아래,-7.0,가능,2000-09-15,109.0,2000-09-22,2000-09-22,5,108.75,0.23,기한청산
DIA,9,아래,-7.0,가능,2001-09-21,82.8,2001-09-28,2001-09-28,5,88.596,-7.0,장중손절
DIA,9,아래,-7.0,가능,2002-09-20,79.67,2002-09-27,2002-09-27,5,76.85,3.54,기한청산
DIA,9,아래,-7.0,가능,2003-09-19,96.47,2003-09-26,2003-09-26,5,93.3,3.29,기한청산
DIA,9,아래,-7.0,가능,2004-09-17,103.01,2004-09-24,2004-09-24,5,100.72,2.22,기한청산
DIA,9,아래,-7.0,가능,2005-09-16,106.23,2005-09-23,2005-09-23,5,104.1,2.01,기한청산
DIA,9,아래,-7.0,가능,2006-09-15,115.59,2006-09-22,2006-09-22,5,115.01,0.5,기한청산
DIA,9,아래,-7.0,가능,2007-09-21,137.9,2007-09-28,2007-09-28,5,138.91,-0.73,기한청산
DIA,9,아래,-7.0,가능,2008-09-19,113.57,2008-09-26,2008-09-26,5,111.15,2.13,기한청산
DIA,9,아래,-7.0,가능,2009-09-18,98.11,2009-09-25,2009-09-25,5,96.74,1.4,기한청산
DIA,9,아래,-7.0,가능,2010-09-17,106.07,2010-09-24,2010-09-24,5,108.57,-2.36,기한청산
DIA,9,아래,-7.0,가능,2011-09-16,114.86,2011-09-23,2011-09-23,5,107.45,6.45,기한청산
DIA,9,아래,-7.0,가능,2012-09-21,135.47,2012-09-28,2012-09-28,5,134.05,1.05,기한청산
DIA,9,아래,-7.0,가능,2013-09-20,154.3,2013-09-27,2013-09-27,5,152.21,1.35,기한청산
DIA,9,아래,-7.0,가능,2014-09-19,172.45,2014-09-26,2014-09-26,5,170.7,1.01,기한청산
DIA,9,아래,-7.0,가능,2015-09-18,163.54,2015-09-25,2015-09-25,5,162.88,0.4,기한청산
DIA,9,아래,-7.0,가능,2016-09-16,180.97,2016-09-23,2016-09-23,5,182.42,-0.8,기한청산
DIA,9,아래,-7.0,가능,2017-09-15,222.45,2017-09-22,2017-09-22,5,223.2,-0.34,기한청산
DIA,9,아래,-7.0,가능,2018-09-21,267.12,2018-09-28,2018-09-28,5,264.4,1.02,기한청산
DIA,9,아래,-7.0,가능,2019-09-20,269.25,2019-09-27,2019-09-27,5,267.99,0.47,기한청산
DIA,9,아래,-7.0,가능,2020-09-18,276.52,2020-09-25,2020-09-25,5,271.7,1.74,기한청산
DIA,9,아래,-7.0,가능,2021-09-17,345.64,2021-09-24,2021-09-24,5,347.87,-0.65,기한청산
DIA,9,아래,-7.0,가능,2022-09-16,308.05,2022-09-23,2022-09-23,5,295.86,3.96,기한청산
DIA,9,아래,-7.0,가능,2023-09-15,346.14,2023-09-22,2023-09-22,5,339.58,1.9,기한청산
DIA,9,아래,-7.0,가능,2024-09-20,420.57,2024-09-27,2024-09-27,5,422.95,-0.57,기한청산
DIA,9,아래,-7.0,가능,2025-09-19,462.94,2025-09-26,2025-09-26,5,462.28,0.14,기한청산
DIA,9,아래,-7.5,가능,1998-09-18,78.8125,1998-09-25,1998-09-25,5,80.125,-1.67,기한청산
DIA,9,아래,-7.5,가능,1999-09-17,108.375,1999-09-24,1999-09-24,5,102.6406,5.29,기한청산
DIA,9,아래,-7.5,가능,2000-09-15,109.0,2000-09-22,2000-09-22,5,108.75,0.23,기한청산
DIA,9,아래,-7.5,가능,2001-09-21,82.8,2001-09-28,2001-09-28,5,88.35,-6.7,기한청산
DIA,9,아래,-7.5,가능,2002-09-20,79.67,2002-09-27,2002-09-27,5,76.85,3.54,기한청산
DIA,9,아래,-7.5,가능,2003-09-19,96.47,2003-09-26,2003-09-26,5,93.3,3.29,기한청산
DIA,9,아래,-7.5,가능,2004-09-17,103.01,2004-09-24,2004-09-24,5,100.72,2.22,기한청산
DIA,9,아래,-7.5,가능,2005-09-16,106.23,2005-09-23,2005-09-23,5,104.1,2.01,기한청산
DIA,9,아래,-7.5,가능,2006-09-15,115.59,2006-09-22,2006-09-22,5,115.01,0.5,기한청산
DIA,9,아래,-7.5,가능,2007-09-21,137.9,2007-09-28,2007-09-28,5,138.91,-0.73,기한청산
DIA,9,아래,-7.5,가능,2008-09-19,113.57,2008-09-26,2008-09-26,5,111.15,2.13,기한청산
DIA,9,아래,-7.5,가능,2009-09-18,98.11,2009-09-25,2009-09-25,5,96.74,1.4,기한청산
DIA,9,아래,-7.5,가능,2010-09-17,106.07,2010-09-24,2010-09-24,5,108.57,-2.36,기한청산
DIA,9,아래,-7.5,가능,2011-09-16,114.86,2011-09-23,2011-09-23,5,107.45,6.45,기한청산
DIA,9,아래,-7.5,가능,2012-09-21,135.47,2012-09-28,2012-09-28,5,134.05,1.05,기한청산
DIA,9,아래,-7.5,가능,2013-09-20,154.3,2013-09-27,2013-09-27,5,152.21,1.35,기한청산
DIA,9,아래,-7.5,가능,2014-09-19,172.45,2014-09-26,2014-09-26,5,170.7,1.01,기한청산
DIA,9,아래,-7.5,가능,2015-09-18,163.54,2015-09-25,2015-09-25,5,162.88,0.4,기한청산
DIA,9,아래,-7.5,가능,2016-09-16,180.97,2016-09-23,2016-09-23,5,182.42,-0.8,기한청산
DIA,9,아래,-7.5,가능,2017-09-15,222.45,2017-09-22,2017-09-22,5,223.2,-0.34,기한청산
DIA,9,아래,-7.5,가능,2018-09-21,267.12,2018-09-28,2018-09-28,5,264.4,1.02,기한청산
DIA,9,아래,-7.5,가능,2019-09-20,269.25,2019-09-27,2019-09-27,5,267.99,0.47,기한청산
DIA,9,아래,-7.5,가능,2020-09-18,276.52,2020-09-25,2020-09-25,5,271.7,1.74,기한청산
DIA,9,아래,-7.5,가능,2021-09-17,345.64,2021-09-24,2021-09-24,5,347.87,-0.65,기한청산
DIA,9,아래,-7.5,가능,2022-09-16,308.05,2022-09-23,2022-09-23,5,295.86,3.96,기한청산
DIA,9,아래,-7.5,가능,2023-09-15,346.14,2023-09-22,2023-09-22,5,339.58,1.9,기한청산
DIA,9,아래,-7.5,가능,2024-09-20,420.57,2024-09-27,2024-09-27,5,422.95,-0.57,기한청산
DIA,9,아래,-7.5,가능,2025-09-19,462.94,2025-09-26,2025-09-26,5,462.28,0.14,기한청산
DIA,9,아래,-8.0,가능,1998-09-18,78.8125,1998-09-25,1998-09-25,5,80.125,-1.67,기한청산
DIA,9,아래,-8.0,가능,1999-09-17,108.375,1999-09-24,1999-09-24,5,102.6406,5.29,기한청산
DIA,9,아래,-8.0,가능,2000-09-15,109.0,2000-09-22,2000-09-22,5,108.75,0.23,기한청산
DIA,9,아래,-8.0,가능,2001-09-21,82.8,2001-09-28,2001-09-28,5,88.35,-6.7,기한청산
DIA,9,아래,-8.0,가능,2002-09-20,79.67,2002-09-27,2002-09-27,5,76.85,3.54,기한청산
DIA,9,아래,-8.0,가능,2003-09-19,96.47,2003-09-26,2003-09-26,5,93.3,3.29,기한청산
DIA,9,아래,-8.0,가능,2004-09-17,103.01,2004-09-24,2004-09-24,5,100.72,2.22,기한청산
DIA,9,아래,-8.0,가능,2005-09-16,106.23,2005-09-23,2005-09-23,5,104.1,2.01,기한청산
DIA,9,아래,-8.0,가능,2006-09-15,115.59,2006-09-22,2006-09-22,5,115.01,0.5,기한청산
DIA,9,아래,-8.0,가능,2007-09-21,137.9,2007-09-28,2007-09-28,5,138.91,-0.73,기한청산
DIA,9,아래,-8.0,가능,2008-09-19,113.57,2008-09-26,2008-09-26,5,111.15,2.13,기한청산
DIA,9,아래,-8.0,가능,2009-09-18,98.11,2009-09-25,2009-09-25,5,96.74,1.4,기한청산
DIA,9,아래,-8.0,가능,2010-09-17,106.07,2010-09-24,2010-09-24,5,108.57,-2.36,기한청산
DIA,9,아래,-8.0,가능,2011-09-16,114.86,2011-09-23,2011-09-23,5,107.45,6.45,기한청산
DIA,9,아래,-8.0,가능,2012-09-21,135.47,2012-09-28,2012-09-28,5,134.05,1.05,기한청산
DIA,9,아래,-8.0,가능,2013-09-20,154.3,2013-09-27,2013-09-27,5,152.21,1.35,기한청산
DIA,9,아래,-8.0,가능,2014-09-19,172.45,2014-09-26,2014-09-26,5,170.7,1.01,기한청산
DIA,9,아래,-8.0,가능,2015-09-18,163.54,2015-09-25,2015-09-25,5,162.88,0.4,기한청산
DIA,9,아래,-8.0,가능,2016-09-16,180.97,2016-09-23,2016-09-23,5,182.42,-0.8,기한청산
DIA,9,아래,-8.0,가능,2017-09-15,222.45,2017-09-22,2017-09-22,5,223.2,-0.34,기한청산
DIA,9,아래,-8.0,가능,2018-09-21,267.12,2018-09-28,2018-09-28,5,264.4,1.02,기한청산
DIA,9,아래,-8.0,가능,2019-09-20,269.25,2019-09-27,2019-09-27,5,267.99,0.47,기한청산
DIA,9,아래,-8.0,가능,2020-09-18,276.52,2020-09-25,2020-09-25,5,271.7,1.74,기한청산
DIA,9,아래,-8.0,가능,2021-09-17,345.64,2021-09-24,2021-09-24,5,347.87,-0.65,기한청산
DIA,9,아래,-8.0,가능,2022-09-16,308.05,2022-09-23,2022-09-23,5,295.86,3.96,기한청산
DIA,9,아래,-8.0,가능,2023-09-15,346.14,2023-09-22,2023-09-22,5,339.58,1.9,기한청산
DIA,9,아래,-8.0,가능,2024-09-20,420.57,2024-09-27,2024-09-27,5,422.95,-0.57,기한청산
DIA,9,아래,-8.0,가능,2025-09-19,462.94,2025-09-26,2025-09-26,5,462.28,0.14,기한청산
DIA,9,아래,-8.5,가능,1998-09-18,78.8125,1998-09-25,1998-09-25,5,80.125,-1.67,기한청산
DIA,9,아래,-8.5,가능,1999-09-17,108.375,1999-09-24,1999-09-24,5,102.6406,5.29,기한청산
DIA,9,아래,-8.5,가능,2000-09-15,109.0,2000-09-22,2000-09-22,5,108.75,0.23,기한청산
DIA,9,아래,-8.5,가능,2001-09-21,82.8,2001-09-28,2001-09-28,5,88.35,-6.7,기한청산
DIA,9,아래,-8.5,가능,2002-09-20,79.67,2002-09-27,2002-09-27,5,76.85,3.54,기한청산
DIA,9,아래,-8.5,가능,2003-09-19,96.47,2003-09-26,2003-09-26,5,93.3,3.29,기한청산
DIA,9,아래,-8.5,가능,2004-09-17,103.01,2004-09-24,2004-09-24,5,100.72,2.22,기한청산
DIA,9,아래,-8.5,가능,2005-09-16,106.23,2005-09-23,2005-09-23,5,104.1,2.01,기한청산
DIA,9,아래,-8.5,가능,2006-09-15,115.59,2006-09-22,2006-09-22,5,115.01,0.5,기한청산
DIA,9,아래,-8.5,가능,2007-09-21,137.9,2007-09-28,2007-09-28,5,138.91,-0.73,기한청산
DIA,9,아래,-8.5,가능,2008-09-19,113.57,2008-09-26,2008-09-26,5,111.15,2.13,기한청산
DIA,9,아래,-8.5,가능,2009-09-18,98.11,2009-09-25,2009-09-25,5,96.74,1.4,기한청산
DIA,9,아래,-8.5,가능,2010-09-17,106.07,2010-09-24,2010-09-24,5,108.57,-2.36,기한청산
DIA,9,아래,-8.5,가능,2011-09-16,114.86,2011-09-23,2011-09-23,5,107.45,6.45,기한청산
DIA,9,아래,-8.5,가능,2012-09-21,135.47,2012-09-28,2012-09-28,5,134.05,1.05,기한청산
DIA,9,아래,-8.5,가능,2013-09-20,154.3,2013-09-27,2013-09-27,5,152.21,1.35,기한청산
DIA,9,아래,-8.5,가능,2014-09-19,172.45,2014-09-26,2014-09-26,5,170.7,1.01,기한청산
DIA,9,아래,-8.5,가능,2015-09-18,163.54,2015-09-25,2015-09-25,5,162.88,0.4,기한청산
DIA,9,아래,-8.5,가능,2016-09-16,180.97,2016-09-23,2016-09-23,5,182.42,-0.8,기한청산
DIA,9,아래,-8.5,가능,2017-09-15,222.45,2017-09-22,2017-09-22,5,223.2,-0.34,기한청산
DIA,9,아래,-8.5,가능,2018-09-21,267.12,2018-09-28,2018-09-28,5,264.4,1.02,기한청산
DIA,9,아래,-8.5,가능,2019-09-20,269.25,2019-09-27,2019-09-27,5,267.99,0.47,기한청산
DIA,9,아래,-8.5,가능,2020-09-18,276.52,2020-09-25,2020-09-25,5,271.7,1.74,기한청산
DIA,9,아래,-8.5,가능,2021-09-17,345.64,2021-09-24,2021-09-24,5,347.87,-0.65,기한청산
DIA,9,아래,-8.5,가능,2022-09-16,308.05,2022-09-23,2022-09-23,5,295.86,3.96,기한청산
DIA,9,아래,-8.5,가능,2023-09-15,346.14,2023-09-22,2023-09-22,5,339.58,1.9,기한청산
DIA,9,아래,-8.5,가능,2024-09-20,420.57,2024-09-27,2024-09-27,5,422.95,-0.57,기한청산
DIA,9,아래,-8.5,가능,2025-09-19,462.94,2025-09-26,2025-09-26,5,462.28,0.14,기한청산
DIA,9,아래,-9.0,가능,1998-09-18,78.8125,1998-09-25,1998-09-25,5,80.125,-1.67,기한청산
DIA,9,아래,-9.0,가능,1999-09-17,108.375,1999-09-24,1999-09-24,5,102.6406,5.29,기한청산
DIA,9,아래,-9.0,가능,2000-09-15,109.0,2000-09-22,2000-09-22,5,108.75,0.23,기한청산
DIA,9,아래,-9.0,가능,2001-09-21,82.8,2001-09-28,2001-09-28,5,88.35,-6.7,기한청산
DIA,9,아래,-9.0,가능,2002-09-20,79.67,2002-09-27,2002-09-27,5,76.85,3.54,기한청산
DIA,9,아래,-9.0,가능,2003-09-19,96.47,2003-09-26,2003-09-26,5,93.3,3.29,기한청산
DIA,9,아래,-9.0,가능,2004-09-17,103.01,2004-09-24,2004-09-24,5,100.72,2.22,기한청산
DIA,9,아래,-9.0,가능,2005-09-16,106.23,2005-09-23,2005-09-23,5,104.1,2.01,기한청산
DIA,9,아래,-9.0,가능,2006-09-15,115.59,2006-09-22,2006-09-22,5,115.01,0.5,기한청산
DIA,9,아래,-9.0,가능,2007-09-21,137.9,2007-09-28,2007-09-28,5,138.91,-0.73,기한청산
DIA,9,아래,-9.0,가능,2008-09-19,113.57,2008-09-26,2008-09-26,5,111.15,2.13,기한청산
DIA,9,아래,-9.0,가능,2009-09-18,98.11,2009-09-25,2009-09-25,5,96.74,1.4,기한청산
DIA,9,아래,-9.0,가능,2010-09-17,106.07,2010-09-24,2010-09-24,5,108.57,-2.36,기한청산
DIA,9,아래,-9.0,가능,2011-09-16,114.86,2011-09-23,2011-09-23,5,107.45,6.45,기한청산
DIA,9,아래,-9.0,가능,2012-09-21,135.47,2012-09-28,2012-09-28,5,134.05,1.05,기한청산
DIA,9,아래,-9.0,가능,2013-09-20,154.3,2013-09-27,2013-09-27,5,152.21,1.35,기한청산
DIA,9,아래,-9.0,가능,2014-09-19,172.45,2014-09-26,2014-09-26,5,170.7,1.01,기한청산
DIA,9,아래,-9.0,가능,2015-09-18,163.54,2015-09-25,2015-09-25,5,162.88,0.4,기한청산
DIA,9,아래,-9.0,가능,2016-09-16,180.97,2016-09-23,2016-09-23,5,182.42,-0.8,기한청산
DIA,9,아래,-9.0,가능,2017-09-15,222.45,2017-09-22,2017-09-22,5,223.2,-0.34,기한청산
DIA,9,아래,-9.0,가능,2018-09-21,267.12,2018-09-28,2018-09-28,5,264.4,1.02,기한청산
DIA,9,아래,-9.0,가능,2019-09-20,269.25,2019-09-27,2019-09-27,5,267.99,0.47,기한청산
DIA,9,아래,-9.0,가능,2020-09-18,276.52,2020-09-25,2020-09-25,5,271.7,1.74,기한청산
DIA,9,아래,-9.0,가능,2021-09-17,345.64,2021-09-24,2021-09-24,5,347.87,-0.65,기한청산
DIA,9,아래,-9.0,가능,2022-09-16,308.05,2022-09-23,2022-09-23,5,295.86,3.96,기한청산
DIA,9,아래,-9.0,가능,2023-09-15,346.14,2023-09-22,2023-09-22,5,339.58,1.9,기한청산
DIA,9,아래,-9.0,가능,2024-09-20,420.57,2024-09-27,2024-09-27,5,422.95,-0.57,기한청산
DIA,9,아래,-9.0,가능,2025-09-19,462.94,2025-09-26,2025-09-26,5,462.28,0.14,기한청산
DIA,9,아래,-9.5,가능,1998-09-18,78.8125,1998-09-25,1998-09-25,5,80.125,-1.67,기한청산
DIA,9,아래,-9.5,가능,1999-09-17,108.375,1999-09-24,1999-09-24,5,102.6406,5.29,기한청산
DIA,9,아래,-9.5,가능,2000-09-15,109.0,2000-09-22,2000-09-22,5,108.75,0.23,기한청산
DIA,9,아래,-9.5,가능,2001-09-21,82.8,2001-09-28,2001-09-28,5,88.35,-6.7,기한청산
DIA,9,아래,-9.5,가능,2002-09-20,79.67,2002-09-27,2002-09-27,5,76.85,3.54,기한청산
DIA,9,아래,-9.5,가능,2003-09-19,96.47,2003-09-26,2003-09-26,5,93.3,3.29,기한청산
DIA,9,아래,-9.5,가능,2004-09-17,103.01,2004-09-24,2004-09-24,5,100.72,2.22,기한청산
DIA,9,아래,-9.5,가능,2005-09-16,106.23,2005-09-23,2005-09-23,5,104.1,2.01,기한청산
DIA,9,아래,-9.5,가능,2006-09-15,115.59,2006-09-22,2006-09-22,5,115.01,0.5,기한청산
DIA,9,아래,-9.5,가능,2007-09-21,137.9,2007-09-28,2007-09-28,5,138.91,-0.73,기한청산
DIA,9,아래,-9.5,가능,2008-09-19,113.57,2008-09-26,2008-09-26,5,111.15,2.13,기한청산
DIA,9,아래,-9.5,가능,2009-09-18,98.11,2009-09-25,2009-09-25,5,96.74,1.4,기한청산
DIA,9,아래,-9.5,가능,2010-09-17,106.07,2010-09-24,2010-09-24,5,108.57,-2.36,기한청산
DIA,9,아래,-9.5,가능,2011-09-16,114.86,2011-09-23,2011-09-23,5,107.45,6.45,기한청산
DIA,9,아래,-9.5,가능,2012-09-21,135.47,2012-09-28,2012-09-28,5,134.05,1.05,기한청산
DIA,9,아래,-9.5,가능,2013-09-20,154.3,2013-09-27,2013-09-27,5,152.21,1.35,기한청산
DIA,9,아래,-9.5,가능,2014-09-19,172.45,2014-09-26,2014-09-26,5,170.7,1.01,기한청산
DIA,9,아래,-9.5,가능,2015-09-18,163.54,2015-09-25,2015-09-25,5,162.88,0.4,기한청산
DIA,9,아래,-9.5,가능,2016-09-16,180.97,2016-09-23,2016-09-23,5,182.42,-0.8,기한청산
DIA,9,아래,-9.5,가능,2017-09-15,222.45,2017-09-22,2017-09-22,5,223.2,-0.34,기한청산
DIA,9,아래,-9.5,가능,2018-09-21,267.12,2018-09-28,2018-09-28,5,264.4,1.02,기한청산
DIA,9,아래,-9.5,가능,2019-09-20,269.25,2019-09-27,2019-09-27,5,267.99,0.47,기한청산
DIA,9,아래,-9.5,가능,2020-09-18,276.52,2020-09-25,2020-09-25,5,271.7,1.74,기한청산
DIA,9,아래,-9.5,가능,2021-09-17,345.64,2021-09-24,2021-09-24,5,347.87,-0.65,기한청산
DIA,9,아래,-9.5,가능,2022-09-16,308.05,2022-09-23,2022-09-23,5,295.86,3.96,기한청산
DIA,9,아래,-9.5,가능,2023-09-15,346.14,2023-09-22,2023-09-22,5,339.58,1.9,기한청산
DIA,9,아래,-9.5,가능,2024-09-20,420.57,2024-09-27,2024-09-27,5,422.95,-0.57,기한청산
DIA,9,아래,-9.5,가능,2025-09-19,462.94,2025-09-26,2025-09-26,5,462.28,0.14,기한청산
DIA,9,아래,-10.0,가능,1998-09-18,78.8125,1998-09-25,1998-09-25,5,80.125,-1.67,기한청산
DIA,9,아래,-10.0,가능,1999-09-17,108.375,1999-09-24,1999-09-24,5,102.6406,5.29,기한청산
DIA,9,아래,-10.0,가능,2000-09-15,109.0,2000-09-22,2000-09-22,5,108.75,0.23,기한청산
